11:26	kk3v				Si un esprit impur quitte un homme mais qu'il revient ensuite, quelle sera la condition finale de cet homme ?	La condition finale de cet homme sera pire que sa première condition.

11:28	f4db				Lorsque la femme s'est écriée en bénissant la mère de Jésus, qui Jésus a-t-il dit être béni ?	Ceux qui entendent la parole de Dieu et la gardent sont bénis.

11:32	aci8				Jésus a dit qu'il était plus grand que quels deux hommes de l'Ancien Testament ?	Il est plus grand que Salomon et Jonas.

11:39	n0tr				De quoi Jésus a-t-il dit que les pharisiens étaient remplis à l'intérieur ?	Il a dit qu'ils étaient pleins d'avidité et de mal.

11:42	efn9				Qu'est-ce que Jésus a dit que les pharisiens négligeaient ?	Ils ont négligé la justice et l'amour de Dieu.

11:46	e2xn				Selon Jésus, que faisaient les maîtres de la loi aux autres hommes ?	Ils chargeaient les hommes de fardeaux difficiles à porter, mais ne touchaient pas ces fardeaux eux-mêmes.

11:50	a7kn				De quoi Jésus a-t-il dit que cette génération serait tenue responsable ?	Ils seront tenus responsables de tout le sang des prophètes versé depuis la fondation du monde.

11:54	jqg1				Qu'ont fait les scribes et les pharisiens après avoir entendu les paroles de Jésus ?	Ils étaient à l'affût pour le piéger dans ses paroles.

12:3	y120				Selon Jésus, qu'arrivera-t-il à tout ce que vous direz dans les ténèbres ?	Il sera entendu dans la lumière.

12:5	uwuu				Qui Jésus a-t-il dit que vous deviez craindre ?	Vous devriez craindre celui qui, après nous avoir tués, a le pouvoir de vous jeter en enfer.

12:8	ibxm				Que fera Jésus pour tous ceux qui confessent le nom de Jésus devant les hommes ?	Jésus confessera cette personne devant les anges de Dieu.

12:15	jap9				Selon Jésus, en quoi notre vie ne consiste-t-elle pas ?	Notre vie ne consiste pas en l'abondance de nos biens.

12:18	t13l				Dans la parabole de Jésus, qu'allait faire l'homme riche parce que ses champs avaient donné un rendement abondant ?	Il allait démolir ses granges et en construire de plus grandes, et y stocker tout son grain et ses marchandises.

12:19	hiid				Qu'est-ce que l'homme riche s'est dit de faire puisqu'il avait beaucoup de grain en réserve ?	Il s'est dit de se détendre, de manger, de boire et de s'amuser.

12:20	sz6u				Qu'a dit Dieu à l'homme riche ?	Il dit : "Homme insensé, ce soir, ton âme est requise ; et les choses que tu as préparées, à qui appartiendront-elles ?"

12:31	g72l				Au lieu de s'inquiéter des choses de la vie, qu'est-ce que Jésus a dit que nous devrions faire ?	Nous devons chercher le royaume de Dieu.

12:33	rtvr				Où Jésus a-t-il dit que notre trésor devait être ?	Nos trésors devraient être dans les cieux.

12:37	h23z				Selon Jésus, quels sont les serviteurs de Dieu qui sont bénis ?	Sont bénis ceux qui sont trouvés en train de veiller quand Jésus vient.

12:40	yngq				Connaissons-nous l'heure à laquelle Jésus viendra ?	Non, il viendra quand on ne l'attendra pas.

12:46	pt7v				Qu'arrive-t-il au serviteur qui maltraite les autres serviteurs et qui n'est pas prêt pour le retour de son maître ?	Le maître le coupera en deux et lui réservera une place avec les infidèles.

12:48	z0ob				Qu'exige-t-on de ceux à qui l'on donne beaucoup ?	On leur demande beaucoup.

12:52	tkcv				Selon Jésus, quel genre de divisions apportera-t-il sur la terre ?	Il y aura des gens dans la même maison divisés les uns contre les autres.

12:58	hpl2				Selon Jésus, que devons-nous faire avant d'aller avec notre adversaire devant le magistrat ?	Nous devons faire un effort pour être libérés de notre obligation avant d'arriver chez le magistrat.

13:3	f9d1				Les Galiléens qui ont été tués par Pilate ont-ils souffert de cette façon parce qu'ils étaient plus pécheurs que les autres Galiléens ?	Non, ils n'étaient pas plus pécheurs.

13:8	o1ca				Dans la parabole de Jésus, que voulait faire le serviteur avec le figuier qui ne portait pas de fruits ?	Il voulait creuser autour d'elle et y mettre du fumier pour qu'elle porte du fruit.

13:9	p9ig				Que ferait le serviteur avec le figuier s'il ne portait toujours pas de fruits après avoir mis du fumier dessus pendant un an ?	S'il ne portait toujours pas de fruits, son maître le coupait.

13:11	za5b				Dans la synagogue, qu'est-ce qui avait fait que la femme avait été courbée pendant dix-huit ans ?	Un esprit de faiblesse avait fait qu'elle était courbée et incapable de se tenir droite.

13:14	gq6d				Pourquoi le chef de la synagogue s'est-il indigné lorsque Jésus a guéri la femme ?	Il était en colère parce que Jésus avait guéri la femme le jour du sabbat.

13:15	vkjh				Comment Jésus a-t-il montré que le chef de la synagogue était un hypocrite ?	Jésus lui rappelle qu'il détache son animal le jour du sabbat pour lui permettre de boire, mais il s'indigne lorsque Jésus libère la femme le jour du sabbat.

13:19	m29v				Comment le royaume de Dieu est-il semblable à une graine de moutarde ?	Le royaume de Dieu commence petit comme une graine, mais se développe ensuite en quelque chose de très grand.

13:24	mvua				À la question de savoir si beaucoup seraient sauvés, qu'a répondu Jésus ?	Il a dit : "Efforcez-vous d'entrer par la porte étroite, car beaucoup chercheront à entrer et ne pourront pas."

13:28	r4nl				Que feront les gens qui sont jetés dehors et qui ne peuvent pas entrer dans le royaume de Dieu ?	Ils gémiront et grinceront des dents.

13:28	je79				Qui est dans le royaume de Dieu ?	Abraham, Isaac, Jacob, les prophètes, et beaucoup de gens de l'est, de l'ouest, du nord et du sud seront dans le royaume.

13:33	ihpm				Où Jésus a-t-il dit qu'un prophète devait être tué ?	Il n'est pas possible qu'un prophète soit tué ailleurs qu'à Jérusalem.

13:34	uk84				Que voulait faire Jésus avec les habitants de Jérusalem ?	Il a voulu les rassembler comme une poule rassemble sa couvée de poussins.

13:34	zdxk				Comment les habitants de Jérusalem ont-ils répondu au désir de Jésus pour eux ?	Ils ne voulaient pas être rassemblés par Jésus.

13:35	oha4				Qu'est-ce que Jésus a prophétisé sur Jérusalem et ses habitants ?	Leur maison était abandonnée, et ils ne reverraient pas Jésus avant d'avoir dit : " Béni soit celui qui vient au nom du Seigneur. "

14:3	czam				Que demande Jésus aux experts de la loi juive et aux Pharisiens ?	Il leur demanda s'il était licite de guérir le jour du sabbat, ou non ?

14:4	yqwn				Quelle a été la réponse des experts et des pharisiens à Jésus ?	Ils ont gardé le silence.

14:5	rh3a				Comment Jésus a-t-il montré que les experts et les pharisiens étaient hypocrites ?	Jésus leur rappelle qu'ils aideraient leur propre fils ou leur bœuf tombé dans un puits le jour du sabbat.

14:11	u4nk				Qu'est-ce que Jésus a dit qu'il arrivera à quiconque s'exaltera ?	Celui qui s'exalte sera humilié.

14:11	zvck				Qu'est-ce que Jésus a dit qu'il arriverait à celui qui s'humilie ?	Celui qui s'abaisse sera élevé.

14:14	ntxe				Selon Jésus, comment sera récompensée une personne qui invite chez elle des pauvres, des estropiés, des boiteux et des aveugles ?	Ils seront remboursés lors de la résurrection des justes.

14:18	o6dz				Dans la parabole de Jésus sur le dîner, que font les personnes qui étaient invitées à l'origine ?	Ils ont commencé à trouver des excuses pour expliquer pourquoi ils ne pouvaient pas venir au dîner.

14:21	j9b0				Qui le maître a-t-il alors invité à son dîner ?	Il a invité les pauvres, les infirmes, les aveugles et les boiteux.

14:24	ogwc				Que dit alors le maître à propos de ceux qui ont été les premiers invités à son dîner ?	Il a dit qu'aucun d'entre eux ne voulait goûter son dîner.

14:26	kmi9				Selon Jésus, que doivent faire ses disciples ?	Ils doivent détester leur propre famille et leur vie pour être le disciple de Jésus.

14:27	yhck				Selon Jésus, que doivent encore faire ses disciples ?	Chaque disciple doit porter sa propre croix et venir à la suite de Jésus afin d'être son disciple.

14:28	xrcf				Dans l'exemple de Jésus sur ce qu'il faut faire pour le suivre, que doit faire d'abord une personne qui désire construire une tour ?	Cette personne doit compter le coût.

14:33	kl2t				Selon Jésus, que doivent faire ses disciples ?	Ils doivent renoncer à tout ce qu'ils possèdent.

14:35	q666				Si le sel perd son goût, que fait-on avec lui ?	Il est jeté.

15:4	kf6s				Dans la parabole de Jésus, que fait le berger qui perd l'une de ses 100 brebis ?	Il laisse les 99 autres et part à la recherche de la brebis perdue.

15:5	bcmr				Dans la parabole de Jésus, que fait le berger lorsqu'il retrouve sa brebis égarée ?	Il le ramène, en se réjouissant.

15:8	rayn				Dans la parabole de Jésus, que fait la femme qui perd l'une de ses dix pièces d'argent ?	Elle cherche assidûment jusqu'à ce qu'elle le trouve.

15:9	xwq0				Dans la parabole de Jésus, que fait la femme lorsqu'elle retrouve sa pièce d'argent perdue ?	Elle se réjouit avec ses amis et ses voisins.

15:10	zjx8				Que se passe-t-il au paradis lorsqu'un pécheur se repent ?	Il y a de la joie devant les anges de Dieu.

15:12	tjx8				Dans la parabole de Jésus, quelle demande le fils cadet fait-il à son père ?	Il a demandé à son père de lui donner immédiatement la richesse dont il hériterait.

15:13	jcgn				Qu'a fait le fils cadet avec son héritage ?	Il a gaspillé l'argent en vivant de manière irréfléchie.

15:15	o8hb				Après avoir perdu son argent, qu'a fait le fils cadet pour vivre ?	Il s'est engagé à nourrir les porcs d'un autre homme.

15:18	rjhd				Quand il a commencé à penser clairement, qu'est-ce que le fils cadet a décidé de faire ?	Il a décidé d'aller confesser son péché à son père.

15:19	pfko				Qu'est-ce que le fils cadet a prévu de demander à son père de faire pour lui ?	Il décide de demander à son père de l'engager comme l'un de ses domestiques.

15:20	k49o				Qu'a fait le père quand il a vu le fils cadet revenir à la maison ?	Son père, ému de compassion, courut vers lui, le serra dans ses bras et l'embrassa.

15:22	n982				Qu'est-ce que le père a fait rapidement pour le fils cadet ?	Le père lui a donné une robe, un anneau et des sandales.

15:23	kzi7				Comment le père a-t-il célébré le retour de son fils cadet ?	Le père a demandé aux serviteurs de tuer le veau gras pour qu'ils puissent manger et faire la fête.

15:28	d3im				Quelle a été la réaction du fils aîné lorsqu'on lui a parlé du festin pour le fils cadet ?	Il était en colère et ne voulait pas entrer dans le festin.

15:29	xpls				Quelle était la plainte du fils aîné à son père ?	Le fils aîné se plaignit qu'il avait suivi les règles de son père, mais qu'il n'avait jamais reçu de chèvre pour faire la fête avec ses amis.

15:31	oacm				Quelle a été la réponse du père au fils aîné ?	Il a dit : "Enfant, tu es toujours avec moi, et tout ce qui est à moi est à toi."

15:32	gk62				Pourquoi le père a-t-il dit qu'il était approprié de faire un festin pour le fils cadet ?	Il convenait de faire la fête parce que le fils cadet avait été perdu et qu'il a été retrouvé.

16:1	tesv				Quel rapport l'homme riche a-t-il entendu au sujet de son manager ?	Il a entendu dire que le gérant gaspillait les biens de l'homme riche.

16:5	r9uo				Qu'a fait le manager juste avant d'être obligé de quitter son emploi ?	Il a convoqué chacun des débiteurs de son maître.

16:6	wcfw				Qu'a fait le gérant pour le premier débiteur de son maître ?	Il lui a permis de réduire sa dette.

16:7	u323				Qu'a fait le gérant pour le deuxième débiteur de son maître ?	Il lui a également permis de réduire sa dette.

16:8	o750				Quelle a été la réponse de l'homme riche aux actions de son manager ?	Il a fait l'éloge du directeur parce qu'il avait agi avec perspicacité.

16:9	cztp				Sur la base de cette histoire, qu'est-ce que Jésus a dit aux autres de faire ?	Il a dit : "Faites-vous des amis au moyen des richesses du monde, afin que, lorsqu'elles auront disparu, ils puissent vous accueillir dans les demeures éternelles."

16:10	for6				Qu'a dit Jésus à propos de la personne qui est fidèle avec très peu ?	La personne sera également fidèle avec beaucoup.

16:13	l7ey				Jésus a dit qu'on ne pouvait pas servir deux maîtres. À quels deux maîtres faisait-il référence ?	Nous devons choisir entre servir Dieu et servir la richesse.

16:16	eljr				Depuis Jean, le royaume de Dieu est proclamé comme une bonne nouvelle. Quelles sont les deux choses qui étaient en vigueur avant Jean ?	La Loi et les Prophètes étaient jusqu'à Jean.

16:16	mnwn				Selon Jésus, qu'est-ce qui est maintenant prêché ?	L'évangile du royaume de Dieu est maintenant prêché.

16:18	j7t2				Selon Jésus, quel péché commet celui qui divorce de sa femme et en épouse une autre ?	Celui qui répudie sa femme et en épouse une autre commet un adultère.

16:22	q5ur				Dans l'histoire de Jésus, où est allé le mendiant Lazare après sa mort ?	Le pauvre Lazare a été porté par des anges dans le giron d'Abraham.

16:23	ll4n				Qu'est-il arrivé à l'homme riche après sa mort ?	Il a été tourmenté dans l'Hadès.

16:24	ehd8				Quelle a été la première demande de l'homme riche à Abraham ?	Il a demandé à Abraham d'envoyer Lazare lui apporter un peu d'eau car il souffrait beaucoup dans la flamme.

16:26	exfb				Quelle a été la réponse d'Abraham à l'homme riche ?	Il a dit qu'il y avait un grand gouffre entre eux que personne ne pouvait franchir.

16:27	dpl1				Quelle est la deuxième demande que l'homme riche a faite à Abraham ?	Il a demandé à Abraham d'envoyer Lazare dans la maison de son père.

16:28	uwyp				Pourquoi l'homme riche voulait-il que Lazare aille dans la maison de son père ?	Il voulait que Lazare mette ses frères en garde contre le Hadès.

16:29	o62h				Quelle a été la réponse d'Abraham à l'homme riche ?	Il a dit que les frères de l'homme riche ont Moïse et les prophètes, et qu'ils pourraient les écouter.

16:31	l14w				Abraham a dit que s'ils ne voulaient pas écouter Moïse et les prophètes, quoi d'autre ne les persuaderait pas ?	Ils ne seraient pas convaincus même si quelqu'un revenait d'entre les morts.

17:4	cfwv				Qu'est-ce que Jésus a dit que nous devons faire si notre frère pèche contre nous sept fois dans une journée et revient sept fois en disant "Je me repens" ?	Nous devons lui pardonner à chaque fois.

17:10	gpm0				En tant que serviteurs, que devons-nous dire après avoir fait tout ce que notre Maître nous a ordonné ?	Nous devrions dire : "Nous sommes des serviteurs indignes ; nous n'avons fait que ce que nous devions faire."

17:12	ls84				Qui Jésus a-t-il rencontré en entrant dans un village situé à la frontière de la Samarie et de la Galilée ?	Hé avec dix lépreux.

17:13	p3nl				Qu'ont dit les dix lépreux à Jésus ?	Ils ont dit : "Jésus, Maître, aie pitié de nous."

17:14	nllg				Qu'est-ce que Jésus a dit aux lépreux de faire ?	Il leur a dit d'aller se montrer aux prêtres.

17:14	owkh				Qu'est-il arrivé aux lépreux lorsqu'ils sont allés voir les prêtres ?	Ils ont été purifiés.

17:15	muqw				Combien des dix lépreux sont revenus pour remercier Jésus ?	Un seul est revenu.

17:16	q4d6				D'où venait le lépreux qui est revenu remercier Jésus ?	Il était de Samarie.

17:21	sp3a				Lorsqu'on l'a interrogé sur la venue du royaume, où Jésus a-t-il dit que le royaume de Dieu se trouvait ?	Il a dit que le royaume de Dieu est en eux.

17:24	anle				Comment Jésus a-t-il dit que ce sera le cas en son temps, lorsqu'il apparaîtra à nouveau ?	Ce sera comme les éclairs qui passent d'un endroit à l'autre du ciel.

17:25	pw95				Qu'est-ce que Jésus a dit qui doit arriver avant son retour ?	Il doit souffrir beaucoup de choses et être rejeté par cette génération.

17:27	ds1v				Que faisaient les gens à l'époque de Noé ?	Ils mangeaient, buvaient, se mariaient et donnaient en mariage, sans savoir que le jour de la destruction était arrivé.

17:37	py4q				Quel exemple tiré de la nature Jésus a-t-il utilisé pour répondre à la question de ses disciples : " Où, Seigneur ? ".	Jésus a utilisé l'exemple d'un cadavre et des vautours. Il a dit que là où il y a un corps, les vautours se rassemblent.

18:1	s08k				Que voulait enseigner Jésus à ses disciples sur la prière à partir de cette histoire ?	Il voulait leur apprendre qu'ils devaient toujours prier et ne pas se décourager.

18:3	a184				Que demandait sans cesse la veuve au juge injuste ?	Elle a demandé que justice soit faite contre son adversaire.

18:5	cxla				Après un certain temps, que s'est dit le juge injuste ?	Il dit : "Parce que cette veuve me cause des ennuis, je lui fais justice, afin qu'elle ne me fatigue pas en venant continuellement."

18:8	yqaf				Qu'est-ce que Jésus voulait enseigner à ses disciples sur la façon dont Dieu répond à la prière ?	Il voulait leur apprendre que Dieu rendra justice à ceux qui crient vers lui.

18:9	rai4				Quelle était l'attitude des pharisiens à l'égard de leur propre justice et des autres personnes ?	Ils se croyaient plus justes que les autres.

18:10	acgr				Dans le récit de Jésus, quels sont les deux hommes qui sont montés au temple pour prier ?	Un pharisien et un collecteur d'impôts sont montés dans le temple pour prier.

18:11	nhje				Quelle était l'attitude du pharisien à l'égard de sa propre justice et des autres personnes ?	Il pensait qu'il n'était pas pécheur comme les autres.

18:13	lq5b				Quelle était la prière du collecteur d'impôts à Dieu dans le temple ?	Il a prié : "Dieu, sois miséricordieux envers moi, le pécheur."

18:14	e8c5				Quel homme est rentré chez lui justifié devant Dieu ?	Le collecteur d'impôts était justifié devant Dieu.

18:16	jpcd				A qui Jésus a-t-il dit que le royaume de Dieu appartient ?	Il a dit qu'elle appartient à ceux qui sont comme des enfants.

18:22	uunb				Quelle est la chose que Jésus a demandé au dirigeant (celui qui avait obéi aux commandements de Dieu depuis sa jeunesse) de faire ?	Jésus lui demande de vendre tout ce qu'il possède et de le distribuer aux pauvres.

18:23	zar7				Comment le souverain a-t-il répondu à la déclaration de Jésus et pourquoi ?	Il devint extrêmement triste, car il était très riche.

18:30	ifxt				Qu'a promis Jésus à ceux qui ont quitté les choses terrestres pour le royaume de Dieu ?	Jésus leur a promis beaucoup plus dans ce monde, et la vie éternelle dans l'âge à venir.

18:32	l5w9				Selon Jésus, qu'avaient écrit les prophètes de l'Ancien Testament au sujet du Fils de l'homme ?	Qu'il serait livré aux païens, moqué et traité avec honte.

18:33	b3fz				Qu'est-ce que les prophètes de l'Ancien Testament avaient écrit que le Fils de l'homme ferait le troisième jour ?	Ils ont écrit qu'il ressusciterait le troisième jour.

18:38	xibj				Qu'est-ce que l'aveugle au bord de la route a crié à Jésus ?	Il a dit : "Jésus, fils de David, aie pitié de moi."

18:43	ow6c				Comment les gens ont-ils réagi après avoir vu l'aveugle guéri ?	Ils ont glorifié et loué Dieu.

19:2	j7em				Qui est monté sur un arbre pour voir Jésus, et quelle était sa profession ?	La personne qui a grimpé à l'arbre s'appelait Zachée. Il était le chef des collecteurs d'impôts et était riche.

19:7	h09q				Quelle plainte ont-ils formulée lorsque Jésus est allé chez Zachée ?	Ils ont dit : "Jésus est entré pour être l'hôte d'un homme pécheur."

19:9	rhoa				Qu'a dit Jésus à propos de Zachée après que celui-ci ait annoncé ses dons aux pauvres ?	Il a dit : "Aujourd'hui, le salut est arrivé dans cette maison."

19:11	d2yu				Qu'est-ce que les gens s'attendaient à ce qu'il se passe quand Jésus arriverait à Jérusalem ?	Ils pensaient que le royaume de Dieu allait apparaître immédiatement.

19:12	f1eo				Dans la parabole de Jésus, où le noble allait-il voyager ?	Il allait dans un pays lointain pour recevoir un royaume, et ensuite il reviendrait.

19:17	mqaj				Que fit le noble pour le serviteur qui avait été fidèle et qui avait gagné dix minas de plus ?	Le noble lui a donné l'autorité sur dix villes.

19:19	h4ao				Que fit le noble pour le serviteur qui avait été fidèle et qui avait gagné cinq minas de plus ?	Il leur a donné l'autorité sur cinq villes.

19:21	wiup				Quel genre d'homme le méchant serviteur pensait-il que le noble était ?	Il savait que le noble était un homme exigeant.

19:24	x7uv				Qu'a fait le noble avec le méchant serviteur ?	Il a enlevé la mina du méchant serviteur.

19:27	fsqf				Que faisait le noble avec ceux qui ne voulaient pas qu'il règne sur eux ?	Le noble les a fait tuer devant lui.

19:30	s06l				Sur quel type d'animal Jésus est-il monté lorsqu'il est entré à Jérusalem ?	Il était monté sur un âne sur lequel personne ne s'était jamais assis.

19:38	spor				Qu'est-ce que la foule a crié lorsque Jésus s'est approché du Mont des Oliviers ?	Ils s'écrièrent : "Béni soit le Roi qui vient au nom du Seigneur !"

19:40	bsie				Qu'est-ce que Jésus a dit qu'il arriverait si le peuple ne criait pas de joie ?	Il a dit que les pierres crieraient.

19:41	guie				Qu'a fait Jésus en s'approchant de la ville ?	Il a pleuré sur son sort.

19:44	aany				Qu'est-ce que Jésus a alors prophétisé qu'il arriverait aux gens et à la ville ?	Il a dit que les ennemis réduiraient la ville à néant et qu'il ne resterait pas une pierre sur une autre.

19:47	n71a				Qui voulait tuer Jésus alors qu'il enseignait dans le temple ?	Les chefs des prêtres, les scribes et les chefs du peuple voulaient tuer Jésus.

19:48	e452				Pourquoi n'ont-ils pas pu le tuer à ce moment-là ?	Ils n'ont pas pu le tuer car les gens l'écoutaient attentivement.

20:4	zdty				Lorsque les chefs juifs ont demandé à Jésus par quelle autorité il enseignait, quelle question Jésus leur a-t-il posée ?	Il a demandé : "Le baptême de Jean venait-il du ciel, ou des hommes ?"

20:5	xr1d				S'ils répondaient "du ciel", que pensaient les chefs juifs que Jésus leur dirait ?	Les chefs juifs pensaient que Jésus allait dire : "Alors pourquoi n'avez-vous pas cru Jean ?"

20:6	t8ln				S'ils ont répondu "des hommes", que pensaient-ils que les gens leur feraient ?	Ils pensaient que le peuple allait les lapider.

20:11	nmxa				Dans la parabole de Jésus, que font les vignerons lorsque le seigneur envoie ses serviteurs chercher le fruit de la vigne ?	Ils battaient les serviteurs, les traitaient honteusement et les renvoyaient les mains vides.

20:13	wzkb				Enfin, qui le seigneur a-t-il envoyé aux vignerons ?	Il a envoyé son fils bien-aimé.

20:15	g3h7				Qu'ont fait les vignerons quand le fils est venu à la vigne ?	Ils l'ont jeté hors de la vigne et l'ont tué.

20:16	xvwt				Que fera le seigneur de la vigne à ces vignerons ?	Il viendra tuer ces vignerons et donnera la vigne à d'autres.

20:19	vhxe				Contre qui Jésus a-t-il raconté cette parabole ?	Il a raconté cette parabole contre les scribes et les grands prêtres.

20:25	xrkv				Comment Jésus a-t-il répondu à la question de savoir s'il était licite ou non de payer des impôts à César ?	Il a dit de donner les choses de César à César, et les choses de Dieu à Dieu.

20:27	llsb				À quel événement les sadducéens ne croyaient-ils pas ?	Ils ne croyaient pas à la résurrection des morts.

20:34	om9w				Qu'a dit Jésus à propos du mariage dans ce monde ?	A notre époque, les gens se marient et donnent en mariage.

20:35	c6zf				Qu'a dit Jésus sur le mariage après la résurrection ?	Après la résurrection des morts, ces personnes ne se marient pas et ne donnent pas en mariage.

20:37	lu0x				Quel récit de l'Ancien Testament Jésus a-t-il rappelé pour prouver la vérité de la résurrection ?	Il a rappelé l'histoire de Moïse et du buisson, dans laquelle Moïse appelle le Seigneur le Dieu d'Abraham, le Dieu d'Isaac et le Dieu de Jacob.

20:42	x938				Qu'a dit le Seigneur au Seigneur de David dans les Psaumes ?	Le Seigneur a dit au Seigneur de David : "Assieds-toi à ma droite."

20:47	piwf				Derrière leurs actions vertueuses en apparence, quelles choses méchantes les scribes faisaient-ils ?	Ils dévoraient les maisons des veuves, et faisaient prétentieusement de longues prières.

20:47	ffc7				Comment Jésus a-t-il dit que ces scribes seraient jugés ?	Il a dit qu'ils recevront une plus grande condamnation.

21:4	a2e3				Pourquoi Jésus a-t-il dit que la pauvre veuve avait mis plus dans le trésor que tous les autres ?	Jésus a dit cela parce qu'elle avait très peu et qu'elle a tout donné, alors que les autres avaient beaucoup et que leur don n'était pas un sacrifice.

21:6	qugb				Qu'est-ce que Jésus a dit qu'il arriverait au temple de Jérusalem ?	Il a dit qu'il serait démoli et que pas une pierre ne serait laissée sur une autre.

21:7	pc0u				Quelles sont les deux questions que les gens ont posées à Jésus au sujet du temple ?	Ils ont demandé : "Quand ces choses arriveront-elles, et quel sera le signe qu'elles sont sur le point d'arriver ?".

21:8	sdis				Jésus a prévenu que beaucoup de trompeurs viendront. Que diront ces trompeurs ?	Ils diront : "Je suis lui", et "Le temps approche".

21:10	wtnf				Qu'est-ce que Jésus a dit qu'il arriverait avant la fin ?	Il y aura des guerres entre nations et royaumes.

21:11	cpx5				Quels événements terribles Jésus a-t-il dit qu'il se produirait avant la fin ?	Il y aura des tremblements de terre, des famines, des fléaux et de grands signes du ciel.

21:13	pqwx				Quelle opportunité la persécution des croyants va-t-elle créer ?	Cela créera une opportunité pour leur témoignage.

21:16	kfhb				Qui haïra les disciples de Jésus ?	Les parents, les frères, les proches et les amis les détesteront.

21:20	tqnb				Quel événement indiquerait que la destruction de Jérusalem est proche ?	Lorsque Jérusalem est entourée d'armées, sa destruction est proche.

21:21	l94z				Qu'a dit Jésus aux personnes qui voyaient que la destruction de Jérusalem était proche ?	Il leur a dit de fuir vers les montagnes, de quitter la ville et de ne pas y entrer.

21:22	jp9s				Comment Jésus a-t-il appelé les jours de la destruction de Jérusalem ?	Il les a appelés les jours de la vengeance, pour accomplir toutes les choses écrites.

21:24	jd6o				Combien de temps Jérusalem sera-t-elle piétinée par les païens ?	Jérusalem sera piétinée par les païens jusqu'à ce que les temps des païens soient accomplis.

21:25	h31e				Quels sont les signes qui, selon Jésus, précéderont sa venue avec puissance et grande gloire ?	Il a dit qu'il y aurait des signes dans le soleil, la lune et les étoiles, et la détresse des nations sur la terre.

21:30	riia				Quel exemple Jésus a-t-il donné pour que ses auditeurs sachent quand une saison est arrivée ?	Il a dit que lorsqu'ils voient les feuilles du figuier pousser, ils savent que l'été est proche.

21:33	x80a				Qu'est-ce que Jésus a dit qui passera ?	Il a dit que le ciel et la terre passeront.

21:33	ce6d				Qu'est-ce qui ne passera jamais ?	Les paroles de Jésus ne passeront jamais.

21:34	qbn6				Qu'est-ce que Jésus a conseillé à ses auditeurs de ne pas faire puisque ce jour viendra soudainement ?	Il les a avertis de ne pas laisser leur cœur s'alourdir par la débauche, l'ivrognerie et les soucis de la vie.

21:36	to14				Qu'est-ce que Jésus a averti ses auditeurs de faire puisque ce jour viendra soudainement ?	Il les a avertis d'être vigilants et de prier.

22:1	u719				À cette époque, quelle fête juive approchait ?	La fête des pains sans levain, appelée la Pâque, approchait.

22:6	e60k				Dans quelles circonstances Judas cherchait-il une occasion de livrer Jésus aux chefs des prêtres ?	Il cherchait une occasion de trahir Jésus lorsqu'il était à l'écart de la foule.

22:12	lurc				Où Jésus et les disciples ont-ils mangé le repas de la Pâque ?	Ils l'ont mangé dans une grande chambre haute meublée à Jérusalem.

22:16	odsz				Quand Jésus a-t-il dit qu'il mangerait à nouveau le repas de la Pâque ?	Il a dit qu'il mangerait à nouveau le repas de la Pâque lorsqu'il serait accompli dans le royaume de Dieu.

22:19	ltsc				Qu'a dit Jésus lorsqu'il a rompu le pain et l'a donné aux disciples ?	Il a dit : "Ceci est mon corps qui est donné pour vous. Faites ceci en mémoire de moi."

22:20	r654				Qu'a dit Jésus lorsqu'il a donné la coupe aux disciples ?	Il a dit : "Cette coupe est la nouvelle alliance en mon sang, qui est répandu pour vous."

22:22	yz83				Était-ce le plan de Dieu que Jésus soit trahi ?	Oui, Dieu avait déterminé que Jésus serait trahi.

22:23	j5qm				Les disciples savaient-ils qui était sur le point de trahir Jésus ?	Non, les disciples n'avaient aucune idée de qui allait trahir Jésus.

22:26	vo91				Qu'est-ce que Jésus a dit que le plus grand parmi ses disciples devait faire ?	Il a dit que le plus grand d'entre eux devait être comme le plus jeune.

22:27	a1ey				Comment Jésus vivait-il parmi ses disciples ?	Il a vécu parmi eux comme celui qui sert.

22:30	u7qm				Où Jésus a-t-il promis à ses disciples qu'ils s'assiéraient ?	Il a dit qu'ils seraient assis sur des trônes, jugeant les douze tribus d'Israël.

22:34	kor8				Qu'est-ce que Jésus a prédit que Pierre ferait ?	Il a dit que Pierre nierait trois fois qu'il connaissait Jésus avant que le coq ne chante.

22:37	ff1p				Quelle prédiction écrite concernant Jésus s'est accomplie dans ces événements ?	La prédiction écrite concernant Jésus qui était en train de s'accomplir est celle qui dit : " Et il a été compté parmi les sans-droits. "

22:40	e6xc				Sur le mont des Oliviers, pour quoi Jésus a-t-il dit à ses disciples de prier ?	Il voulait qu'ils prient pour ne pas entrer dans la tentation.

22:42	g3oo				Sur le mont des Oliviers, qu'a prié Jésus ?	Il a prié : "Père, si tu le veux, éloigne de moi cette coupe. Cependant, que ce ne soit pas ma volonté, mais la tienne qui se fasse."

22:45	k50c				Que faisaient les disciples lorsque Jésus est revenu de sa prière ?	Ils dormaient.

